MLBAM_ID,BirthDate
115683,1960-03-03
115691,1957-07-03
115692,1965-03-03
115725,1969-03-25
115727,1970-12-15
115732,1973-08-20
115737,1965-11-18
115744,1958-07-21
115749,1958-12-25
115783,1968-10-07
115797,1968-11-13
115804,1965-10-26
115812,1972-12-21
115815,1967-05-24
115816,1966-09-28
115817,1975-02-20
115820,1965-08-16
115825,1969-07-14
115826,1953-10-20
115839,1956-04-04
115842,1972-08-30
115861,1958-09-16
115883,1969-05-01
115884,1964-09-13
115887,1963-10-13
115902,1975-06-28
115909,1967-01-22
115915,1970-08-18
115933,1960-11-12
115935,1965-03-22
115941,1965-12-14
115955,1966-04-27
115982,1971-04-29
116000,1970-04-02
116057,1965-03-20
116058,1973-01-09
116059,1970-09-25
116075,1973-04-20
116083,1966-05-25
116100,1966-04-25
116108,1971-09-18
116137,1970-12-21
116152,1963-11-02
116165,1967-03-11
116166,1969-04-02
116176,1948-01-05
116190,1965-05-20
116191,1971-01-17
116199,1966-02-27
116201,1967-02-26
116211,1967-09-22
116214,1963-12-07
116215,1964-12-11
116225,1961-08-18
116227,1960-11-28
116230,1968-08-31
116234,1964-02-13
116243,1960-05-21
116247,1971-02-16
116248,1964-05-11
116258,1960-09-02
116271,1963-08-11
116300,1960-01-12
116302,1968-02-25
116310,1967-04-10
116316,1969-05-27
116326,1971-03-25
116327,1968-03-04
116336,1974-09-25
116338,1975-07-18
116350,1958-03-24
116353,1972-03-01
116357,1971-11-10
116358,1964-08-15
116373,1970-02-06
116377,1971-10-03
116380,1972-06-02
116386,1964-04-02
116387,1961-12-04
116391,1970-07-25
116393,1966-09-10
116400,1969-05-05
116414,1972-09-07
116423,1973-08-16
116424,1962-01-05
116426,1963-08-22
116446,1962-11-30
116461,1959-11-23
116463,1970-11-24
116468,1966-05-27
116476,1962-11-09
116477,1962-10-04
116496,1969-08-01
116506,1964-01-09
116513,1967-08-01
116515,1968-09-25
116516,1962-12-04
116518,1963-12-16
116521,1959-05-28
116529,1964-09-30
116530,1972-04-11
116534,1972-12-14
116539,1974-06-26
116541,1966-06-28
116566,1968-01-08
116569,1971-07-20
116586,1965-10-11
116593,1960-11-29
116603,1963-07-06
116610,1967-10-17
116611,1975-10-03
116615,1963-09-10
116634,1956-12-25
116641,1973-02-22
116662,1977-04-23
116671,1965-12-16
116680,1970-08-04
116694,1964-04-20
116706,1972-04-24
116717,1970-02-10
116718,1972-04-11
116721,1964-06-11
116730,1971-02-15
116735,1961-03-31
116740,1962-12-01
116747,1967-03-29
116752,1969-10-09
116756,1965-05-26
116767,1966-09-02
116768,1965-05-02
116780,1962-06-16
116785,1971-01-19
116798,1966-04-14
116843,1963-08-08
116845,1971-08-09
116852,1967-11-04
116954,1970-06-02
116955,1967-10-14
116959,1964-10-01
116974,1974-06-26
116989,1956-06-04
116999,1968-03-07
117025,1967-02-19
117044,1972-06-06
117046,1968-12-02
117081,1964-12-26
117090,1961-03-29
117094,1976-08-20
117114,1964-01-22
117132,1958-01-05
117148,1971-06-12
117175,1963-05-03
117184,1954-05-25
117197,1968-07-07
117203,1968-11-12
117228,1969-06-11
117243,1961-04-04
117244,1976-03-05
117271,1966-09-24
117276,1975-12-02
117281,1969-08-07
117309,1965-10-08
117316,1964-08-26
117332,1958-04-24
117339,1961-02-09
117364,1962-03-25
117376,1960-04-20
117395,1956-05-30
117408,1960-06-14
117418,1957-03-14
117420,1969-11-27
117442,1964-03-04
117444,1962-04-21
117457,1963-09-03
117480,1960-08-20
117484,1967-06-05
117488,1957-02-07
117491,1968-04-03
117500,1974-06-27
117501,1964-04-28
117503,1962-10-24
117526,1973-05-26
117543,1960-08-18
117551,1956-10-01
117554,1956-12-19
117566,1971-11-30
117580,1957-05-04
117597,1971-06-03
117600,1966-07-28
117601,1975-09-06
117607,1965-06-17
117613,1962-03-13
117628,1957-09-29
117643,1956-10-04
117652,1965-10-23
117653,1963-04-13
117657,1965-09-24
117668,1965-08-13
117669,1955-02-12
117676,1968-04-27
117691,1955-09-22
117693,1964-08-14
117708,1971-03-05
117710,1968-04-02
117724,1968-04-14
117731,1967-08-28
117740,1969-11-30
117747,1963-12-27
117756,1972-03-22
117758,1970-04-02
117759,1972-01-18
117767,1966-02-20
117769,1972-09-30
117775,1964-05-01
117781,1962-01-10
117809,1972-04-26
117810,1964-06-03
117815,1967-09-12
117828,1964-07-13
117837,1965-07-15
117842,1971-12-31
117854,1964-11-10
117863,1967-05-31
117899,1973-02-03
117903,1968-08-12
117913,1971-08-18
117919,1970-11-05
117921,1964-09-01
117922,1970-09-04
117928,1971-08-14
117929,1972-08-11
117950,1965-07-25
117955,1973-06-01
117957,1971-03-29
117961,1970-10-25
117988,1969-10-11
117995,1971-02-26
118013,1964-09-30
118024,1964-12-14
118025,1968-10-26
118040,1952-02-03
118045,1960-06-03
118053,1960-06-03
118063,1965-01-20
118065,1970-10-17
118073,1964-04-12
118079,1973-06-03
118088,1965-09-11
118090,1963-12-07
118101,1967-02-17
118120,1966-04-14
118121,1961-08-27
118130,1974-09-05
118132,1962-09-30
118136,1972-08-03
118146,1964-07-02
118158,1971-06-28
118162,1953-08-05
118163,1970-08-09
118184,1966-05-28
118187,1971-05-31
118190,1960-09-05
118240,1967-08-17
118251,1961-11-05
118259,1964-08-23
118267,1965-07-15
118274,1965-08-02
118305,1973-11-17
118306,1969-10-31
118312,1965-12-27
118319,1960-01-12
118329,1967-11-24
118348,1966-12-10
118359,1970-10-08
118360,1965-08-11
118361,1960-07-28
118362,1967-12-07
118363,1964-09-26
118364,1965-08-04
118365,1963-01-02
118366,1974-05-18
118371,1955-05-14
118373,1970-10-03
118377,1971-10-25
118378,1968-03-22
118379,1965-12-19
118389,1963-02-14
118391,1969-10-31
118402,1957-09-18
118407,1968-03-17
118414,1970-09-22
118417,1962-05-17
118420,1964-10-05
118429,1969-07-23
118443,1961-04-20
118458,1967-01-07
118469,1972-06-13
118471,1968-07-14
118490,1968-04-19
118560,1969-11-23
118574,1966-02-03
118576,1959-01-11
118609,1970-08-16
118626,1966-12-06
118627,1971-07-20
118638,1972-03-20
118657,1962-08-25
118660,1967-10-01
118694,1958-11-02
118712,1963-06-18
118730,1963-10-31
118731,1963-09-23
118736,1971-11-23
118743,1963-10-01
118756,1965-03-21
118771,1972-01-17
118786,1963-02-18
118808,1964-10-04
118831,1971-11-17
118844,1965-06-10
118853,1969-10-18
118871,1967-08-27
118875,1959-10-16
118891,1961-04-29
118897,1968-09-06
118901,1963-03-26
118924,1975-03-25
118925,1972-04-14
118931,1965-09-02
118942,1961-10-28
118943,1974-11-04
118950,1969-03-25
118957,1961-11-07
118958,1966-11-02
118959,1969-07-23
118960,1971-03-05
118961,1968-02-15
118967,1968-02-01
118985,1965-08-04
119004,1967-06-23
119023,1970-09-09
119038,1968-02-13
119064,1969-10-13
119090,1963-06-12
119101,1969-01-13
119133,1965-08-12
119134,1973-12-30
119138,1961-11-27
119154,1974-12-24
119163,1969-02-13
119175,1966-03-20
119182,1970-10-18
119194,1969-08-06
119195,1962-01-13
119211,1968-06-08
119215,1971-12-31
119234,1971-06-03
119236,1956-08-22
119247,1971-03-12
119268,1969-08-08
119309,1970-10-29
119318,1965-10-27
119347,1966-04-22
119348,1967-12-13
119374,1959-10-08
119388,1962-04-28
119398,1961-02-23
119403,1974-08-09
119406,1965-04-09
119432,1959-11-05
119437,1957-08-09
119442,1972-01-29
119451,1966-03-04
119452,1965-03-16
119456,1971-10-15
119463,1968-12-29
119464,1969-05-13
119469,1962-11-18
119482,1971-03-17
119488,1963-03-09
119506,1956-01-15
119523,1967-11-11
119527,1968-09-19
119528,1968-03-03
119545,1956-03-12
119579,1956-02-24
119582,1970-11-23
119583,1973-04-19
119608,1968-12-08
119616,1966-04-14
119626,1962-09-19
119628,1973-01-14
119632,1967-01-05
119634,1967-02-01
119663,1965-11-13
119667,1967-03-27
119669,1970-09-12
119673,1968-09-13
119682,1965-09-14
119689,1964-09-24
119732,1971-01-19
119737,1972-10-19
119743,1960-06-30
119752,1964-07-03
119760,1962-10-14
119780,1968-12-22
119796,1960-10-27
119798,1971-12-28
119804,1969-12-14
119809,1973-03-09
119811,1974-04-11
119812,1959-01-09
119813,1961-12-31
119817,1964-11-10
119820,1963-10-31
119826,1964-04-28
119827,1968-08-31
119839,1969-02-25
119853,1972-07-06
119865,1976-03-16
119867,1964-01-13
119869,1971-11-09
119882,1970-01-23
119884,1956-05-04
119889,1960-05-01
119903,1958-02-09
119913,1972-03-29
119946,1956-05-05
119948,1968-11-08
119952,1970-11-09
119958,1968-05-21
119963,1968-12-24
119964,1957-12-17
119967,1963-02-21
119975,1969-08-04
119976,1968-08-05
119979,1971-03-03
119982,1967-07-06
119984,1970-10-06
119987,1965-07-24
119991,1963-01-31
120003,1960-09-06
120009,1960-12-25
120028,1963-02-25
120038,1963-07-04
120042,1975-08-12
120044,1974-01-28
120045,1971-01-11
120047,1972-09-01
120068,1962-05-31
120073,1959-10-24
120074,1975-11-18
120075,1963-01-22
120077,1970-05-25
120080,1965-12-08
120085,1969-06-21
120092,1968-10-22
120109,1972-04-15
120123,1964-11-12
120138,1961-04-19
120139,1969-02-10
120140,1971-02-03
120178,1960-03-15
120179,1962-07-30
120183,1967-07-21
120184,1962-11-08
120185,1963-07-19
120190,1969-01-19
120191,1964-09-24
120194,1968-12-27
120202,1973-08-20
120212,1966-04-25
120214,1969-03-28
120216,1962-09-02
120218,1961-09-16
120221,1973-06-30
120225,1951-06-09
120233,1963-03-20
120238,1968-09-29
120245,1961-08-26
120247,1967-12-17
120248,1956-06-15
120272,1961-10-17
120292,1967-02-11
120297,1959-05-16
120345,1960-02-16
120348,1966-10-12
120357,1968-09-07
120358,1968-05-21
120363,1968-06-30
120367,1969-12-17
120370,1957-06-04
120371,1967-03-29
120381,1960-07-16
120382,1969-09-11
120387,1968-05-25
120405,1971-04-14
120407,1968-05-04
120408,1969-09-11
120413,1973-06-02
120415,1969-06-04
120416,1973-12-29
120418,1966-04-20
120439,1960-10-30
120440,1969-09-15
120447,1969-10-06
120451,1971-06-07
120454,1972-01-28
120463,1965-12-11
120472,1965-11-18
120474,1959-09-25
120481,1958-04-03
120485,1972-06-15
120508,1954-08-06
120514,1970-04-29
120522,1959-04-25
120536,1968-09-04
120551,1966-02-12
120597,1970-08-07
120618,1969-01-27
120648,1970-06-28
120651,1961-10-26
120658,1963-10-12
120690,1962-10-30
120691,1971-08-17
120693,1967-02-11
120710,1964-12-12
120720,1973-08-25
120739,1973-08-24
120747,1967-02-09
120755,1961-10-23
120766,1968-12-17
120771,1964-08-13
120774,1970-01-31
120790,1960-03-14
120793,1967-01-26
120795,1956-07-08
120801,1967-10-20
120802,1973-10-09
120815,1967-02-13
120824,1968-11-03
120838,1968-03-27
120850,1962-04-28
120852,1965-08-26
120857,1954-10-22
120859,1967-11-05
120891,1959-09-16
120903,1972-05-30
120907,1958-02-18
120908,1958-03-29
120911,1965-08-06
120912,1967-06-06
120916,1965-12-20
120922,1969-12-18
120927,1954-07-06
120933,1967-07-13
120936,1959-04-18
120954,1957-03-01
120967,1960-01-08
120975,1964-04-30
120982,1961-01-14
120988,1956-11-01
120990,1965-10-16
120993,1962-11-12
120995,1962-07-26
120999,1964-08-16
121002,1965-03-11
121009,1973-06-10
121040,1964-06-28
121057,1972-06-03
121058,1973-09-16
121060,1966-03-23
121074,1975-08-07
121075,1961-12-25
121089,1949-05-16
121096,1977-04-19
121097,1963-12-10
121108,1960-11-26
121110,1968-03-26
121112,1959-04-19
121113,1958-09-28
121117,1966-05-01
121129,1968-08-21
121157,1965-08-26
121196,1967-01-11
121199,1972-10-04
121201,1958-11-28
121206,1965-05-13
121208,1960-10-02
121222,1960-08-24
121223,1964-12-16
121234,1971-11-07
121244,1965-06-08
121245,1968-01-11
121248,1964-01-03
121252,1973-11-14
121258,1971-10-11
121270,1968-01-29
121280,1963-10-27
121292,1970-10-09
121298,1964-01-13
121308,1957-06-08
121315,1960-12-13
121316,1961-12-14
121321,1962-03-24
121347,1975-07-27
121349,1967-11-01
121357,1967-11-08
121358,1971-11-27
121360,1970-08-15
121366,1970-11-29
121380,1968-08-20
121386,1964-11-10
121396,1964-05-08
121401,1965-09-27
121404,1966-12-10
121409,1975-04-04
121422,1967-10-29
121423,1957-12-09
121425,1961-05-23
121430,1969-09-19
121437,1962-02-15
121441,1971-11-21
121450,1976-02-13
121453,1969-11-16
121455,1967-03-15
121482,1972-05-28
121486,1964-02-16
121512,1964-02-25
121519,1967-08-31
121539,1969-10-16
121541,1970-12-01
121545,1963-10-04
121556,1974-11-07
121571,1961-01-05
121583,1960-04-28
121604,1964-04-11
121606,1962-01-19
121616,1970-10-08
121619,1965-03-03
121621,1971-04-16
121628,1961-03-08
121630,1956-05-19
121635,1971-03-06
121640,1968-08-24
121648,1963-01-18
121651,1960-12-09
121663,1967-10-05
121665,1959-09-18
121668,1967-08-09
121673,1967-12-01
121676,1969-03-25
121678,1956-07-22
121685,1966-12-24
121691,1958-01-31
121692,1967-10-24
121693,1965-03-09
121700,1961-07-27
121705,1962-08-03
121711,1974-04-29
121713,1969-12-13
121732,1960-01-29
121743,1966-08-09
121752,1966-04-11
121758,1960-05-31
121767,1970-06-05
121811,1966-11-14
121814,1962-06-16
121834,1973-01-29
121854,1962-11-21
121860,1969-05-10
121869,1958-09-07
121872,1962-01-26
121896,1961-06-02
121919,1958-11-27
121928,1961-08-16
121931,1968-08-22
121941,1955-04-26
121951,1968-02-14
121974,1971-02-10
121977,1966-07-19
121983,1962-03-26
121985,1970-06-11
121986,1970-06-25
121997,1967-05-16
122007,1974-01-25
122011,1967-06-04
122027,1974-12-29
122066,1961-10-04
122071,1967-11-04
122079,1966-07-07
122094,1961-08-02
122109,1971-11-19
122110,1959-12-06
122111,1968-11-18
122112,1958-02-23
122115,1968-11-20
122120,1969-09-21
122133,1957-12-04
122137,1967-12-04
122152,1964-08-14
122165,1963-01-07
122197,1956-05-19
122205,1966-08-16
122208,1967-10-25
122218,1965-10-06
122231,1973-12-19
122236,1967-09-29
122248,1967-01-12
122251,1975-05-25
122265,1960-03-22
122270,1972-08-06
122298,1961-02-21
122317,1958-09-11
122342,1965-03-17
122358,1955-08-11
122368,1975-09-15
122398,1967-04-05
122416,1963-11-08
122430,1955-12-22
122432,1970-05-07
122439,1954-12-26
122443,1966-02-27
122473,1960-12-28
122477,1967-05-15
122494,1970-09-20
122497,1968-02-26
122509,1962-11-11
122511,1974-08-16
122519,1972-07-13
122522,1965-01-03
122541,1965-11-17
122544,1968-11-12
122562,1965-07-02
122572,1966-07-02
122593,1966-06-05
122596,1972-09-21
122612,1967-07-25
122618,1965-02-12
122620,1968-11-07
122621,1961-02-11
122641,1970-03-06
122644,1968-02-27
122665,1964-08-10
122673,1963-06-25
122686,1965-01-21
122696,1968-04-12
122722,1962-03-02
122744,1962-09-22
122751,1972-01-02
122756,1960-09-19
122765,1967-07-10
122771,1971-11-15
122784,1974-02-25
122796,1965-06-04
122803,1970-02-04
122811,1970-02-13
122840,1965-05-20
122857,1964-04-13
122864,1962-03-12
122899,1960-10-21
122904,1971-08-24
122918,1973-01-19
122929,1966-11-07
122975,1971-03-13
122987,1975-01-02
122989,1964-08-04
122996,1956-06-21
123003,1968-05-09
123009,1970-05-14
123010,1975-05-31
123011,1963-11-23
123040,1969-10-26
123041,1973-07-22
123053,1961-10-27
123057,1965-01-02
123072,1958-02-02
123075,1965-12-01
123084,1953-07-03
123090,1964-02-18
123094,1970-12-09
123096,1962-10-30
123107,1975-01-01
123109,1967-10-09
123113,1968-10-31
123117,1971-03-26
123118,1973-05-22
123147,1971-01-25
123173,1974-05-25
123176,1974-01-19
123177,1966-03-06
123178,1966-11-11
123182,1956-03-24
123194,1958-05-11
123201,1959-11-21
123211,1960-09-16
123212,1958-07-07
123213,1960-11-30
123235,1963-11-10
123245,1968-05-27
123272,1970-08-27
123289,1971-06-13
123296,1971-04-07
123298,1959-01-05
123300,1962-05-10
123302,1967-11-04
123307,1973-10-01
123309,1958-06-20
123326,1964-11-12
123327,1973-07-22
123350,1970-09-18
123352,1959-05-27
123355,1969-03-04
123378,1961-06-03
123380,1955-11-22
123385,1966-11-07
123387,1973-04-07
123389,1966-06-14
